ID,Gender,Car_Owner,Property_Owner,Children,Annual_Income,Income_Type,Education,Marital_Status,Housing_Type,Mobile_ph,Work_ph,ph,Email_Id,Occupation_Type,Family_Members,Age,Work_Experience,Outcome
781,F,N,N,0,90000,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,1,0,0,0,Medicine staff,1,55,0,0
782,F,Y,Y,0,135000,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1,44.00001685,3.852054795,0
783,F,Y,N,0,193500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,57,19.97191781,0
784,M,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4,39,18.79452055,0
785,F,N,Y,0,270000,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Accountants,2,57,0,0
786,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,63,0,0
787,M,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,2,53,0.947945205,0
788,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Laborers,1,54,4.008219178,0
789,F,N,Y,0,139500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Cooking staff,2,51,0.430136986,0
790,M,Y,N,2,135000,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Managers,4,46,1.536986301,0
791,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,52,10.03013699,0
792,F,Y,Y,0,112500,Working,Higher education,Married,House / apartment,1,1,1,0,Laborers,2,28,1.383561644,0
793,M,Y,Y,0,126000,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,1,0,High skill tech staff,1,56,0,0
794,F,N,Y,0,193500,Pensioner,Incomplete higher,Widow,House / apartment,1,0,0,0,Drivers,1,67,0,0
795,F,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,47,4.895890411,0
796,M,Y,Y,0,337500,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2,50,18.53150685,0
797,F,N,Y,0,157500,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Laborers,1,61,19.97191781,0
798,M,Y,N,1,193500,Working,Higher education,Married,House / apartment,1,1,1,0,Sales staff,3,49,10.95616438,0
799,F,N,Y,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,4,35,10.84931507,0
800,F,Y,N,1,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Core staff,3,30,5.657534247,0
801,M,Y,Y,0,180000,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2,65,0,0
802,F,N,N,0,90000,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,1,0,0,0,Managers,1,64,0,0
803,M,Y,N,0,180000,Working,Higher education,Married,With parents,1,0,1,0,Core staff,2,32,6.101369863,0
804,F,N,Y,0,112500,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,Core staff,2,35,3.301369863,0
805,M,Y,N,2,157500,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Cleaning staff,4,34,3.109589041,0
806,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cleaning staff,2,50,14.21917808,0
807,M,Y,N,0,315000,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,2,43,10.19178082,0
808,F,Y,Y,0,112500,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Accountants,1,54,7.21369863,0
809,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,63,0,0
810,M,Y,N,1,99000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,3,51,0,0
811,M,Y,Y,2,380250,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,4,27,2.739726027,0
812,M,Y,N,0,270000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Core staff,1,26,0.432876712,0
813,F,N,N,1,112500,Commercial associate,Higher education,Married,With parents,1,0,0,0,Core staff,3,34,8.964383562,0
814,F,N,N,1,180000,State servant,Higher education,Married,House / apartment,1,1,1,1,Core staff,3,39,6.849315068,0
815,F,N,Y,0,141750,Pensioner,Higher education,Married,House / apartment,1,0,1,0,Accountants,2,56,0,0
816,F,N,Y,0,180000,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2,53,11.85479452,0
817,F,N,Y,0,112500,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Medicine staff,2,51,16.52876712,0
818,F,N,Y,1,225000,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Cleaning staff,3,27,0.465753425,0
819,F,N,N,0,270000,Working,Incomplete higher,Civil marriage,House / apartment,1,1,0,1,Medicine staff,2,24,0.761643836,0
820,M,Y,N,0,202500,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2,42,8.389041096,0
821,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,Office apartment,1,1,1,0,Drivers,2,41,19.97191781,0
822,M,Y,Y,2,292500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,4,33,7.268493151,0
823,F,N,Y,0,202500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Core staff,2,30,5.350684932,0
824,F,Y,N,0,99000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cooking staff,2,41,14.95068493,0
825,M,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,48,5.471232877,0
826,F,N,Y,0,306000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Core staff,2,41,9.410958904,0
827,F,N,N,0,148500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,High skill tech staff,1,57,0,0
828,F,N,N,1,135000,Working,Higher education,Married,House / apartment,1,1,0,0,Core staff,3,29,4.120547945,0
829,M,Y,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,1,0,0,Drivers,2,39,7.38630137,0
830,F,N,Y,1,180000,Pensioner,Higher education,Married,House / apartment,1,0,1,0,Drivers,3,52,0,0
831,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,High skill tech staff,1,65,0,0
832,F,N,Y,0,247500,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Core staff,1,59,19.97191781,0
833,F,N,N,0,112500,Commercial associate,Higher education,Single / not married,With parents,1,0,0,0,Laborers,1,25,0.621917808,0
834,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,47,0.361643836,0
835,F,N,Y,2,103500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Medicine staff,4,43.22205921,18.13972603,0
836,F,N,N,0,198000,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Drivers,1,60,0,0
837,F,Y,Y,1,135000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Core staff,3,31,6.797260274,0
838,M,N,N,0,67500,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,32,7.720547945,0
839,M,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,51,19.97191781,0
840,F,Y,N,0,315000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Core staff,2,54,2.950684932,0
841,F,N,Y,0,292500,Working,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,2,51,19.97191781,0
842,F,Y,Y,0,148500,Commercial associate,Secondary / secondary special,Married,Office apartment,1,0,0,0,Core staff,2,47,6.238356164,0
843,F,Y,Y,0,202500,Working,Higher education,Widow,House / apartment,1,0,0,0,Managers,1,33,4.101369863,0
844,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,59,6.635616438,0
845,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,30,2.263013699,0
846,M,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Low-skill Laborers,3,42,8.134246575,0
847,F,N,Y,0,135000,State servant,Incomplete higher,Single / not married,With parents,1,0,1,1,Laborers,1,27,5.715068493,0
848,F,N,N,0,261000,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,0,Sales staff,2,27,2.931506849,0
849,F,N,Y,1,135000,Working,Higher education,Married,House / apartment,1,1,1,0,High skill tech staff,3,43,19.97191781,0
850,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,50,1.920547945,0
851,M,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Sales staff,2,29,3.791780822,0
852,F,N,Y,0,135000,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,High skill tech staff,1,60,19.97191781,0
853,M,Y,Y,0,360000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,38,0,0
854,F,N,N,2,171000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,4,40,3.178082192,0
855,F,N,N,1,40500,State servant,Secondary / secondary special,Married,Rented apartment,1,0,0,0,Cooking staff,3,36,5.347945205,0
856,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Cleaning staff,2,41,13.19452055,0
857,F,N,N,0,306000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,2,29,3.709589041,0
858,F,Y,N,0,202500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,1,0,Accountants,2,58,3.090410959,0
859,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,64,1.284931507,0
860,M,Y,N,2,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,4,36,0.594520548,0
861,F,N,N,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Secretaries,2,48,8.967123288,0
862,F,Y,N,0,153000,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Drivers,1,65,0,0
863,F,Y,N,1,135000,Working,Higher education,Married,Rented apartment,1,0,0,1,Accountants,3,31,1.542465753,0
864,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,High skill tech staff,1,56,0,0
865,F,N,N,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,58,0,0
866,F,N,N,0,90000,Working,Higher education,Separated,House / apartment,1,0,0,0,Core staff,1,60,4.180821918,0
867,M,Y,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Core staff,4,37,5.731506849,0
868,M,Y,Y,0,247500,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,High skill tech staff,2,33,4.791780822,0
869,M,N,N,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,2,63,0,0
870,F,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Laborers,3,35,2.550684932,0
871,M,N,Y,2,360000,State servant,Higher education,Married,House / apartment,1,0,1,0,Managers,4,44,15.44931507,0
872,M,Y,N,2,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,4,42,4.58630137,0
873,F,N,Y,2,315000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Managers,4,30,0.460273973,0
874,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cleaning staff,2,41,3.090410959,0
875,M,N,Y,0,135000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Laborers,2,63,0,0
876,F,N,Y,0,166500,Working,Incomplete higher,Married,House / apartment,1,0,0,1,Laborers,2,30,11.03835616,0
877,M,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,39.71559885,13.60821918,0
878,M,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,56,8.991780822,0
879,F,N,N,0,135000,Commercial associate,Incomplete higher,Single / not married,House / apartment,1,0,0,0,Accountants,1,48,0.928767123,0
880,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,0,High skill tech staff,2,42,19.97191781,0
881,F,N,Y,0,193500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Drivers,1,51,19.97191781,0
882,M,Y,Y,0,247500,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,High skill tech staff,2,33,4.791780822,0
883,F,Y,Y,0,315000,Working,Higher education,Married,House / apartment,1,0,0,1,Core staff,2,59,1.580821918,0
884,M,Y,Y,0,380250,Working,Higher education,Married,House / apartment,1,1,1,1,Managers,2,28,7.183561644,0
885,F,Y,N,1,380250,Working,Secondary / secondary special,Married,Rented apartment,1,1,1,1,Core staff,3,38,4.597260274,0
886,F,N,N,1,90000,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Managers,3,28,2.673972603,0
887,M,N,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,4,34,9.884931507,0
888,F,Y,Y,0,243000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Sales staff,1,40,5.635616438,0
889,M,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,3,44,5.463013699,0
890,M,N,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,4,43,4.282191781,0
891,M,Y,Y,0,337500,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,65,19.97191781,0
892,F,N,N,0,135000,Pensioner,Higher education,Married,Municipal apartment,1,0,0,0,Sales staff,2,54,0,0
893,F,N,Y,0,117000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,47,12.39178082,0
894,F,N,N,0,202500,Working,Secondary / secondary special,Married,With parents,1,1,1,0,Managers,2,35,0.931506849,0
895,F,Y,Y,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,66,0,0
896,M,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,1,Core staff,2,23,2.961643836,0
897,F,N,N,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Drivers,1,46,18.12054795,0
898,F,N,Y,0,216000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,2,43,4.490410959,0
899,F,N,Y,0,135000,Working,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Managers,1,39,2.517808219,0
900,F,N,N,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,1,Realty agents,3,29,9.293150685,0
901,M,Y,N,0,81000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,48,8.934246575,0
902,M,Y,Y,1,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Managers,3,39,10.76164384,0
903,M,Y,N,0,292500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,52,0,0
904,M,N,N,0,225000,Commercial associate,Higher education,Married,With parents,1,1,0,0,Managers,2,36,13.92328767,0
905,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2,51,9.945205479,0
906,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,1,1,Drivers,1,50,9.838356164,0
907,M,Y,N,2,166500,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Core staff,4,34,3.284931507,0
908,M,N,Y,0,380250,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Security staff,1,53,6.764383562,0
909,F,Y,Y,0,180000,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Sales staff,1,42,11.79178082,0
910,F,N,Y,0,45000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Medicine staff,2,57,0,0
911,F,N,Y,1,315000,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Core staff,3,31,6.887671233,0
912,M,N,Y,2,380250,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,4,34,5.991780822,0
913,F,Y,Y,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Core staff,1,42,19.56164384,0
914,F,N,N,2,90000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,4,33,0.263013699,0
915,F,N,Y,0,145800.0056,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Core staff,2,64,0,0
916,M,Y,Y,1,148500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,41,14.18082192,0
917,F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Cleaning staff,2,52,18.52328767,0
918,M,Y,Y,0,144000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Managers,2,53,6.454794521,0
919,M,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Core staff,2,61.40000234,0,0
920,M,N,N,1,360000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,1,Managers,3,42,7.967123288,0
921,F,N,N,0,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Waiters/barmen staff,2,32,9.131506849,0
922,M,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Managers,2,48,9.852054795,0
923,M,N,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4,31,12.61917808,0
924,F,N,N,1,292500,Working,Incomplete higher,Married,House / apartment,1,1,1,0,Sales staff,3,34,11.04109589,0
925,F,N,N,0,112500,State servant,Secondary / secondary special,Widow,House / apartment,1,1,0,0,Security staff,1,53,14.37260274,0
926,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Medicine staff,1,49,8.367123288,0
927,M,Y,N,0,126000,Commercial associate,Incomplete higher,Married,House / apartment,1,0,1,0,Laborers,2,28,7.961643836,0
928,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3,52,5.246575342,0
929,F,N,Y,0,189000,Pensioner,Incomplete higher,Widow,House / apartment,1,0,0,0,Drivers,1,60,0,0
930,M,N,Y,0,337500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,High skill tech staff,1,46,3.471232877,0
931,F,N,Y,0,44550,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,63,0,0
932,F,Y,Y,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Cooking staff,2,37,3.44109589,0
933,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Managers,3,29,4.715068493,0
934,M,N,Y,2,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Core staff,4,39,6.347945205,0
935,F,N,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4,35,4.15890411,0
936,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,2,53,19.97191781,0
937,M,Y,Y,0,301500,Working,Secondary / secondary special,Married,Rented apartment,1,0,0,0,Laborers,2,25,2.367123288,0
938,F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Cooking staff,2,39,19.97191781,0
939,M,Y,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Laborers,1,23,3.016438356,0
940,F,N,N,0,67500,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1,59,0,0
941,M,Y,Y,0,292500,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2,28,6.112328767,0
942,F,Y,Y,2,315000,Commercial associate,Higher education,Married,With parents,1,0,0,0,Managers,4,35,3.635616438,0
943,F,N,Y,0,117000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Drivers,2,48,0.97260274,0
944,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Medicine staff,1,56,0,0
945,F,Y,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,High skill tech staff,2,31,5.298630137,0
946,M,Y,Y,0,189000,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Medicine staff,1,55,0,0
947,F,N,N,0,202500,Working,Higher education,Civil marriage,House / apartment,1,1,1,0,Core staff,2,42,14.1890411,0
948,M,N,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,1,Laborers,3,29,6.37260274,0
949,F,Y,N,1,225000,Working,Higher education,Civil marriage,House / apartment,1,1,1,0,Core staff,3,37,2.684931507,0
950,F,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Laborers,3,35,3.353424658,0
951,F,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,2,51,19.30958904,0
952,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,41,4.597260274,0
953,F,N,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Managers,3,26,6.208219178,0
954,F,N,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,4,38,0.2,0
955,M,N,N,0,180000,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,39,9.432876712,0
956,F,N,N,1,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Core staff,3,41,7.290410959,0
957,F,N,Y,0,81000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Sales staff,2,54,0.783561644,0
958,F,Y,Y,1,90000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,3,48,19.97191781,0
959,F,N,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Drivers,2,61,1.432876712,0
960,F,N,Y,0,94500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,High skill tech staff,1,67,0,0
961,F,N,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Drivers,2,61,1.432876712,0
962,M,Y,Y,0,380250,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Drivers,2,64,0,0
963,M,Y,N,0,315000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Managers,2,38,2.679452055,0
964,F,N,Y,2,54000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,4,27,2.178082192,0
965,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,62,0,0
966,F,N,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,4,29,6.44109589,0
967,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2,38,3.052054795,0
968,F,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,2,55,10.30136986,0
969,M,Y,Y,1,360000,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,3,43,3.635616438,0
970,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Sales staff,1,62,0,0
971,M,Y,Y,1,292500,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,3,34,9.101369863,0
972,M,N,N,0,360000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2,34,14.09589041,0
973,M,Y,Y,0,225000,Working,Higher education,Single / not married,With parents,1,1,1,0,Core staff,1,26,1.816438356,0
974,F,N,Y,1,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,50,11.28493151,0
975,F,N,N,0,135000,Pensioner,Secondary / secondary special,Widow,Municipal apartment,1,0,1,0,Laborers,1,65,0,0
976,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,2,49,4.709589041,0
977,F,N,Y,0,157500,State servant,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Drivers,1,63,5.621917808,0
978,F,Y,Y,0,216000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,58,9.975342466,0
979,M,Y,Y,2,337500,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Laborers,4,34,4.597260274,0
980,M,Y,Y,0,225000,Working,Higher education,Married,Rented apartment,1,0,0,0,Sales staff,2,29,1.317808219,0
981,F,N,Y,1,108000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,44,12.6109589,0
982,M,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,49,6.805479452,0
983,F,N,N,0,180000,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Laborers,2,54,5.216438356,0
984,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,48,2.432876712,0
985,F,Y,Y,1,135000,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,3,37,1.076712329,0
986,F,Y,N,0,180000,Working,Higher education,Married,With parents,1,1,1,0,Accountants,2,31,2.75890411,0
987,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2,52,19.97191781,0
988,F,N,N,0,270000,State servant,Secondary / secondary special,Separated,House / apartment,1,0,1,1,Medicine staff,1,53,19.97191781,0
989,F,Y,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Security staff,2,55,4.723287671,0
990,F,N,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,3,57,10.10684932,0
991,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,49.78560756,6.104109589,0
992,M,Y,N,1,351000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Private service staff,3,44,19.97191781,0
993,M,Y,N,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Managers,2,29,5.97260274,0
994,F,N,Y,0,189000,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,High skill tech staff,1,57,0,0
995,M,Y,Y,0,270000,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1,48,3.731506849,0
996,F,Y,Y,0,144000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Drivers,2,59,0,0
997,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,27,5.139726027,0
998,F,N,Y,0,247500,Working,Higher education,Married,House / apartment,1,0,1,0,Core staff,2,38,9.597260274,0
999,M,Y,N,0,157500,Working,Higher education,Married,House / apartment,1,0,1,0,Laborers,2,56,6.205479452,0
1000,F,N,Y,0,157500,State servant,Higher education,Separated,House / apartment,1,0,1,0,Core staff,1,57,19.97191781,0
1001,M,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Cooking staff,1,47,11.35890411,0
1002,M,N,N,1,180000,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Laborers,3,29,2.536986301,0
1003,F,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,2,43,15.06849315,0
1004,F,N,N,0,99000,Working,Higher education,Married,House / apartment,1,0,0,0,Accountants,2,40,15.1260274,0
1005,F,N,N,0,351000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,High skill tech staff,2,59,2.961643836,0
